1hop_param,2hop_partner,outcome,takeoff
COM_ARM_IMU_ACC=0.85,MPC_XY_P=0.475,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.85,MPC_XY_P=1.475,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.85,MPC_XY_P=2.0,fail,takeoff_failed
COM_ARM_IMU_ACC=0.4,MPC_Z_P=0.5,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.4,MPC_Z_P=1.25,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.4,MPC_Z_P=1.5,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.85,EKF2_ABL_LIM=0.2,fail,takeoff_succeeded
COM_ARM_IMU_ACC=1.0,EKF2_ABL_LIM=0.2,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.1,MOT_SLEW_MAX=3.0,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.1,MPC_XY_VEL_I_ACC=30.2,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.1,MPC_Z_VEL_MAX_DN=0.75,fail,takeoff_succeeded
COM_ARM_IMU_ACC=0.1,MPC_Z_VEL_MAX_DN=2.5,fail,takeoff_succeeded
MC_YAWRATE_FF=0.2,MPC_LAND_SPEED=0.65,fail,takeoff_succeeded
MC_YAWRATE_FF=0.4,MPC_LAND_SPEED=0.6,fail,takeoff_succeeded
MC_YAWRATE_FF=0.4,MPC_LAND_SPEED=0.65,fail,takeoff_succeeded
MC_YAWRATE_FF=0.6,MPC_LAND_SPEED=0.6,fail,takeoff_failed
MC_YAWRATE_FF=0.6,MPC_LAND_SPEED=0.65,fail,takeoff_succeeded
MC_YAWRATE_FF=0.1,MPC_ACC_UP_MAX=2.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.1,MPC_ACC_UP_MAX=3.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.1,MPC_ACC_UP_MAX=9.5,fail,takeoff_succeeded
MC_YAWRATE_FF=0.1,MPC_ACC_UP_MAX=15.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.2,MPC_ACC_UP_MAX=2.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.2,MPC_ACC_UP_MAX=3.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.2,MPC_ACC_UP_MAX=9.5,fail,takeoff_succeeded
MC_YAWRATE_FF=0.2,MPC_ACC_UP_MAX=15.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.4,MPC_ACC_UP_MAX=2.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.4,MPC_ACC_UP_MAX=3.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.4,MPC_ACC_UP_MAX=9.5,fail,takeoff_succeeded
MC_YAWRATE_FF=0.4,MPC_ACC_UP_MAX=15.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.6,MPC_ACC_UP_MAX=2.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.6,MPC_ACC_UP_MAX=3.0,fail,takeoff_failed
MC_YAWRATE_FF=0.6,MPC_ACC_UP_MAX=9.5,fail,takeoff_succeeded
MC_YAWRATE_FF=0.6,MPC_ACC_UP_MAX=15.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.1,MPC_JERK_AUTO=2.5,fail,takeoff_failed
MC_YAWRATE_FF=0.1,MPC_JERK_AUTO=42.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.1,MPC_JERK_AUTO=80.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.2,MPC_JERK_AUTO=2.5,fail,takeoff_succeeded
MC_YAWRATE_FF=0.2,MPC_JERK_AUTO=42.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.2,MPC_JERK_AUTO=80.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.4,MPC_JERK_AUTO=2.5,fail,takeoff_succeeded
MC_YAWRATE_FF=0.4,MPC_JERK_AUTO=42.0,fail,takeoff_succeeded
MC_YAW_P=3.9,MPC_TILTMAX_AIR=67.0,fail,takeoff_succeeded
MC_YAW_P=3.9,MPC_TILTMAX_AIR=89.0,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_TILTMAX_AIR=20.0,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_TILTMAX_AIR=32.5,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_TILTMAX_AIR=67.0,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_TILTMAX_AIR=89.0,fail,takeoff_succeeded
MC_YAW_P=0.0,MPC_XY_P=0.475,fail,takeoff_succeeded
MC_YAW_P=0.0,MPC_XY_P=1.475,fail,takeoff_succeeded
MC_PITCH_P=3.3,MC_YAW_WEIGHT=0.7,fail,takeoff_succeeded
MC_PITCH_P=3.3,MC_YAW_WEIGHT=1.0,fail,takeoff_failed
MC_PITCH_P=9.3,MC_YAW_WEIGHT=0.0,fail,takeoff_succeeded
MC_ROLLRATE_P=0.5,MOT_SLEW_MAX=1.0,fail,takeoff_failed
MC_ROLLRATE_P=0.5,MOT_SLEW_MAX=2.0,fail,takeoff_failed
MC_ROLLRATE_P=0.5,MOT_SLEW_MAX=3.0,fail,takeoff_failed
MC_ROLLRATE_P=0.08,COM_VEL_FS_EVH=2.0,fail,takeoff_succeeded
MC_ROLLRATE_P=0.08,MPC_ACC_HOR_MAX=2.0,fail,takeoff_failed
MC_PITCHRATE_D=0.0015,MC_PITCHRATE_K=0.505,success,takeoff_succeeded
MC_PITCHRATE_D=0.01,MC_PITCHRATE_K=0.505,fail,takeoff_failed
MC_PITCHRATE_D=0.01,MC_PITCHRATE_K=3.0,fail,takeoff_failed
MC_PITCHRATE_D=0.0,MC_ROLLRATE_D=0.0,success,takeoff_succeeded
MC_PITCHRATE_D=0.0,MC_ROLLRATE_I=0.0,fail,takeoff_succeeded
MC_PITCHRATE_D=0.0,MC_ROLLRATE_I=0.1,fail,takeoff_succeeded
MC_PITCHRATE_D=0.0,MC_ROLLRATE_I=0.6,fail,takeoff_succeeded
MC_PITCHRATE_D=0.0,MC_ROLLRATE_K=0.505,fail,takeoff_succeeded
MC_PITCHRATE_D=0.0,MC_ROLLRATE_K=3.0,fail,takeoff_succeeded
MC_PITCHRATE_D=0.0,MC_PITCHRATE_MAX=110.0,fail,takeoff_succeeded
MC_PITCHRATE_D=0.0,MC_PITCHRATE_MAX=1010.0,fail,takeoff_succeeded
MC_PITCHRATE_D=0.0,MC_PITCHRATE_MAX=1800.0,fail,takeoff_succeeded
MC_PITCHRATE_D=0.0015,MPC_THR_MAX=0.75,fail,takeoff_succeeded
MC_PITCH_P=9.3,COM_POS_FS_EPH=7.0,fail,takeoff_succeeded
MC_PITCH_P=9.3,COM_POS_FS_EPH=10.0,fail,takeoff_succeeded
MC_PITCH_P=12.0,COM_POS_FS_EPH=3.0,success,takeoff_succeeded
MC_PITCH_P=12.0,COM_POS_FS_EPH=7.0,success,takeoff_succeeded
MC_PITCH_P=12.0,COM_POS_FS_EPH=10.0,success,takeoff_succeeded
MC_PITCH_P=3.3,EKF2_ABL_LIM=0.2,fail,takeoff_succeeded
MC_PITCH_P=3.3,EKF2_ABL_LIM=0.6,fail,takeoff_succeeded
MC_PITCH_P=3.3,EKF2_ABL_LIM=0.8,fail,takeoff_succeeded
MC_PITCH_P=9.3,EKF2_ABL_LIM=0.2,fail,takeoff_failed
MC_PITCH_P=9.3,EKF2_ABL_LIM=0.6,fail,takeoff_succeeded
MC_PITCH_P=9.3,EKF2_ABL_LIM=0.8,fail,takeoff_succeeded
MC_PITCH_P=12.0,EKF2_ABL_LIM=0.2,fail,takeoff_succeeded
MC_PITCH_P=12.0,EKF2_ABL_LIM=0.6,fail,takeoff_succeeded
MC_PITCH_P=12.0,EKF2_ABL_LIM=0.8,fail,takeoff_succeeded
MC_PITCH_P=3.3,MOT_SLEW_MAX=1.0,fail,takeoff_succeeded
MC_PITCH_P=3.3,MOT_SLEW_MAX=2.0,fail,takeoff_failed
MC_PITCH_P=3.3,MOT_SLEW_MAX=3.0,fail,takeoff_succeeded
MC_PITCH_P=9.3,MOT_SLEW_MAX=1.0,fail,takeoff_succeeded
MC_PITCH_P=9.3,MOT_SLEW_MAX=2.0,fail,takeoff_failed
MC_PITCH_P=9.3,MOT_SLEW_MAX=3.0,fail,takeoff_failed
MC_PITCH_P=12.0,MOT_SLEW_MAX=1.0,fail,takeoff_succeeded
MC_PITCH_P=12.0,MOT_SLEW_MAX=2.0,fail,takeoff_succeeded
MC_PITCH_P=12.0,MOT_SLEW_MAX=3.0,fail,takeoff_failed
MC_PITCH_P=3.3,COM_VEL_FS_EVH=2.0,fail,takeoff_succeeded
MC_PITCH_P=3.3,COM_VEL_FS_EVH=3.0,fail,takeoff_succeeded
MC_PITCH_P=3.3,COM_VEL_FS_EVH=4.0,fail,takeoff_succeeded
MC_PITCH_P=3.3,COM_VEL_FS_EVH=5.0,fail,takeoff_succeeded
MC_PITCH_P=9.3,COM_VEL_FS_EVH=2.0,fail,takeoff_succeeded
MC_PITCH_P=9.3,COM_VEL_FS_EVH=3.0,fail,takeoff_succeeded
MC_PITCH_P=9.3,COM_VEL_FS_EVH=4.0,fail,takeoff_succeeded
MC_PITCH_P=9.3,COM_VEL_FS_EVH=5.0,fail,takeoff_succeeded
MC_PITCH_P=9.3,MC_ROLLRATE_FF=0.0015,fail,takeoff_succeeded
MC_PITCH_P=9.3,MC_ROLLRATE_FF=0.003,fail,takeoff_succeeded
MC_PITCH_P=9.3,MC_ROLLRATE_FF=0.0065,fail,takeoff_succeeded
MC_PITCH_P=9.3,MC_ROLLRATE_FF=0.01,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_XY_P=0.475,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_XY_P=1.475,fail,takeoff_succeeded
MC_YAWRATE_D=0.4,MPC_Z_P=0.5,fail,takeoff_succeeded
MC_YAWRATE_D=0.4,MPC_Z_P=1.25,fail,takeoff_succeeded
MC_YAWRATE_D=0.6,MPC_ACC_HOR=15.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=1010.0,COM_POS_FS_EPH=3.0,fail,takeoff_failed
MC_ROLLRATE_MAX=1800.0,COM_POS_FS_EPH=3.0,fail,takeoff_failed
MC_ROLLRATE_MAX=110.0,MOT_SLEW_MAX=1.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MC_PR_INT_LIM=0.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_ACC_HOR=2.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_ACC_HOR=2.5,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_ACC_HOR=9.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_ACC_HOR_MAX=2.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_ACC_HOR_MAX=3.5,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_ACC_HOR_MAX=10.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.6,MPC_LAND_SPEED=0.6,fail,takeoff_succeeded
MC_YAWRATE_P=0.6,MPC_LAND_SPEED=0.65,fail,takeoff_succeeded
MC_YAWRATE_P=0.4,MPC_ACC_UP_MAX=3.0,fail,takeoff_failed
MC_YAWRATE_P=0.4,MPC_ACC_UP_MAX=9.5,fail,takeoff_succeeded
MC_YAWRATE_P=0.4,MPC_ACC_UP_MAX=15.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.6,MPC_ACC_UP_MAX=2.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.6,MPC_ACC_UP_MAX=3.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.0,MPC_JERK_AUTO=80.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.1,MPC_JERK_AUTO=2.5,fail,takeoff_succeeded
MC_YAWRATE_P=0.1,MPC_JERK_AUTO=42.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.1,MPC_JERK_AUTO=80.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.4,MPC_JERK_AUTO=2.5,fail,takeoff_succeeded
MC_YAWRATE_P=0.0,MPC_JERK_MAX=0.5,fail,takeoff_succeeded
MC_YAWRATE_P=0.0,MPC_JERK_MAX=4.25,fail,takeoff_failed
MC_YAWRATE_P=0.0,MPC_JERK_MAX=254.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.0,MPC_JERK_MAX=500.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.1,MPC_JERK_MAX=0.5,fail,takeoff_succeeded
MC_YAWRATE_P=0.1,MPC_JERK_MAX=4.25,fail,takeoff_succeeded
MC_YAWRATE_P=0.1,MPC_JERK_MAX=254.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.4,MPC_JERK_MAX=500.0,fail,takeoff_succeeded
MC_YAWRATE_P=0.6,MPC_JERK_MAX=0.5,fail,takeoff_succeeded
MC_YAWRATE_P=0.6,MPC_JERK_MAX=4.25,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,COM_ARM_IMU_ACC=0.85,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,COM_ARM_IMU_ACC=1.0,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,COM_ARM_IMU_GYR=0.135,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,COM_ARM_IMU_GYR=0.275,fail,takeoff_failed
MC_YAWRATE_I=0.0,COM_ARM_IMU_GYR=0.3,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,COM_ARM_IMU_GYR=0.02,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,COM_ARM_IMU_GYR=0.3,fail,takeoff_succeeded
MC_YAWRATE_I=0.4,COM_ARM_IMU_GYR=0.02,fail,takeoff_succeeded
MC_YAWRATE_I=0.4,COM_ARM_IMU_GYR=0.275,fail,takeoff_failed
MC_YAWRATE_I=0.4,COM_ARM_IMU_GYR=0.3,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,COM_ARM_IMU_GYR=0.02,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,COM_ARM_IMU_GYR=0.135,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,COM_ARM_IMU_GYR=0.275,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,COM_ARM_IMU_GYR=0.3,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,MC_PITCHRATE_FF=0.0015,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,MC_PITCHRATE_FF=0.01,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_PITCHRATE_FF=0.0015,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_PITCHRATE_FF=0.003,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_PITCHRATE_FF=0.01,fail,takeoff_succeeded
MC_YAWRATE_I=0.4,MC_PITCHRATE_FF=0.003,fail,takeoff_succeeded
MC_YAWRATE_I=0.4,MC_PITCHRATE_FF=0.01,fail,takeoff_failed
MC_YAWRATE_I=0.6,MC_PITCHRATE_FF=0.0015,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,MC_PITCHRATE_FF=0.003,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,MC_PITCHRATE_FF=0.01,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,MC_ROLLRATE_FF=0.003,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,MC_ROLLRATE_FF=0.0065,fail,takeoff_failed
MC_YAWRATE_I=0.0,MC_ROLLRATE_FF=0.01,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_ROLLRATE_FF=0.0015,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_ROLLRATE_FF=0.003,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_ROLLRATE_FF=0.0065,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_ROLLRATE_FF=0.01,fail,takeoff_succeeded
MC_YAWRATE_I=0.4,MC_ROLLRATE_FF=0.0015,fail,takeoff_succeeded
MC_YAWRATE_I=0.4,MC_ROLLRATE_FF=0.003,fail,takeoff_succeeded
MC_YAWRATE_I=0.4,MC_ROLLRATE_FF=0.0065,fail,takeoff_failed
MC_YAWRATE_I=0.4,MC_ROLLRATE_FF=0.01,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,MC_ROLLRATE_FF=0.0015,fail,takeoff_succeeded
MC_YAWRATE_I=0.6,MC_ROLLRATE_FF=0.003,fail,takeoff_failed
MC_YAWRATE_I=0.6,MC_ROLLRATE_FF=0.01,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,MC_ROLLRATE_MAX=110.0,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,MC_ROLLRATE_MAX=1010.0,fail,takeoff_succeeded
MC_YAWRATE_I=0.0,MC_ROLLRATE_MAX=1800.0,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_ROLLRATE_MAX=110.0,fail,takeoff_succeeded
MC_YAWRATE_I=0.2,MC_ROLLRATE_MAX=1800.0,fail,takeoff_succeeded
MC_YAWRATE_I=0.4,MC_ROLLRATE_MAX=1010.0,fail,takeoff_failed
MC_YAWRATE_I=0.4,MC_ROLLRATE_MAX=1800.0,fail,takeoff_succeeded
MC_ROLLRATE_FF=0.01,MPC_TILTMAX_LND=11.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=1010.0,MC_YAWRATE_FF=0.2,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MC_YAW_P=0.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=1010.0,MC_YAW_P=3.9,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MIS_YAW_ERR=0.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MIS_YAW_ERR=6.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_TILTMAX_AIR=20.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_TILTMAX_AIR=32.5,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_TILTMAX_AIR=67.0,fail,takeoff_succeeded
MC_PITCHRATE_P=0.08,MC_PITCHRATE_D=0.0,fail,takeoff_succeeded
MC_PITCHRATE_P=0.08,MC_PITCHRATE_D=0.0015,success,takeoff_succeeded
MC_PITCHRATE_P=0.08,MC_PITCHRATE_D=0.01,success,takeoff_succeeded
MC_PITCHRATE_P=0.38,MC_PITCHRATE_D=0.0,success,takeoff_succeeded
MC_PITCHRATE_P=0.38,MC_PITCHRATE_D=0.0015,success,takeoff_succeeded
MC_YAW_P=5.0,MPC_XY_P=0.475,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_XY_P=1.475,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_XY_P=2.0,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_Z_P=0.5,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_Z_P=1.25,fail,takeoff_succeeded
MC_YAW_P=5.0,MPC_Z_P=1.5,fail,takeoff_succeeded
MC_YAW_P=1.4,COM_POS_FS_EPH=3.0,fail,takeoff_succeeded
MC_YAW_P=3.9,COM_POS_FS_EPH=3.0,fail,takeoff_succeeded
MC_YAW_P=5.0,COM_POS_FS_EPH=3.0,fail,takeoff_succeeded
MC_YAW_P=1.4,EKF2_ABL_LIM=0.2,fail,takeoff_succeeded
MC_YAW_P=3.9,EKF2_ABL_LIM=0.2,fail,takeoff_succeeded
MC_YAW_P=5.0,EKF2_ABL_LIM=0.2,fail,takeoff_succeeded
MC_YAW_P=1.4,MOT_SLEW_MAX=3.0,fail,takeoff_succeeded
MC_YAWRATE_FF=0.1,MPC_Z_VEL_MAX_UP=1.75,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_XY_VEL_I_ACC=0.0,fail,takeoff_succeeded
MC_ROLLRATE_MAX=110.0,MPC_XY_VEL_I_ACC=0.2,fail,takeoff_succeeded
